APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,GENDER,MARITAL_STATUS,RESIDENTIAL_PHONE,RESIDENCE_TYPE,EMAIL,PROFESSIONAL_PHONE,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,QUANT_ADDITIONAL_CARDS,QUANT_DEPENDANTS,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,MONTHS_IN_THE_JOB,AGE,TARGET_LABEL
Web,1,M,1,Y,5,1,Y,9,2,2,0,2,1,533,32.52,0,0,0,0,23,0
Paper,1,F,1,N,2,1,N,9,1,1,0,0,10,292,0,0,0,0,0,62,0
Web,1,F,1,Y,1,1,N,9,2,1,0,0,25,474,0,0,0,0,0,43,1
0,1,M,2,Y,1,0,Y,9,2,1,0,0,20,890,0,1,0,1,0,58,0
Web,1,M,2,N,1,1,N,,1,2,0,4,6,381,0,0,0,0,0,44,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,10,400,0,0,0,0,0,19,1
Web,1,M,1,Y,1,1,Y,9,5,1,0,0,19,538,0,0,40000,0,0,20,1
Paper,1,F,1,Y,1,1,N,11,4,1,0,0,1,1273,0,0,0,0,0,78,1
Web,1,F,4,Y,1,1,N,,,1,0,0,10,351.33,0,0,0,0,0,49,0
Web,1,M,2,Y,1,1,N,,,7,0,0,1,372,0,0,0,0,0,24,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,19,661.07,0,0,0,0,0,55,0
0,1,M,1,Y,1,1,N,,,1,0,0,4,438,0,1,14000,0,0,39,0
Web,1,M,6,N,4,1,N,9,2,1,0,0,3,650,0,0,0,0,0,44,1
Web,1,F,1,Y,1,1,N,11,4,1,0,0,1,700,0,0,0,0,0,19,1
Web,1,F,6,Y,5,1,N,9,2,1,0,1,20,380,0,0,0,0,0,33,0
0,1,F,1,Y,2,1,N,11,4,1,0,3,0,350,0,1,0,1,0,28,0
Web,1,M,2,Y,4,1,N,9,2,2,0,0,1,720,0,0,0,0,0,24,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,10,436,0,0,0,0,0,20,0
0,1,F,4,Y,1,0,N,9,0,1,0,0,43,350,650,1,0,1,0,66,0
Web,1,F,2,N,1,1,N,,,1,0,0,29,351.33,0,0,0,0,0,55,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,3,1056,0,0,0,0,0,20,1
Web,1,F,2,Y,5,1,N,,,1,0,2,6,429.34,0,0,0,0,0,22,1
0,1,F,4,Y,1,0,N,9,1,1,0,0,30,350,0,1,0,1,0,86,0
Paper,1,M,2,Y,1,1,N,9,2,1,0,2,1,900,0,0,0,0,0,27,1
Web,1,F,2,Y,1,1,N,9,2,1,0,0,10,966,0,0,0,0,0,41,1
Web,1,F,4,Y,1,1,N,,1,1,0,1,10,250,0,0,0,0,0,69,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,28,692,0,0,0,0,0,28,1
0,1,F,1,Y,1,1,N,2,4,2,0,0,2,2000,0,1,30000,1,0,31,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,10,206.95,0,0,0,0,0,20,0
Web,1,F,2,N,1,1,N,2,4,1,0,0,15,500,0,0,0,0,0,52,1
0,1,M,0,Y,1,1,Y,9,2,1,0,1,0,1218,0,1,0,1,0,24,1
Web,1,M,1,Y,1,1,N,9,,1,0,0,10,481,0,0,0,0,0,26,0
Web,1,F,5,Y,1,1,N,,,1,0,4,13,350,0,0,0,0,0,33,0
0,1,F,2,Y,1,0,Y,9,2,2,0,0,6,268,0,1,15000,1,0,39,0
0,1,F,1,Y,1,1,Y,9,2,1,0,0,7,1641,0,1,0,1,0,47,0
Web,1,F,2,Y,1,1,N,11,4,1,0,0,1,280,0,0,0,0,0,49,0
Web,1,M,3,Y,1,1,N,2,4,1,0,0,1,444,0,0,0,0,0,65,0
Web,1,F,2,Y,2,1,N,9,1,1,0,0,30,381,0,0,0,0,0,58,0
Web,1,M,2,Y,2,1,N,9,1,1,0,0,3,350,0,0,0,0,0,63,0
0,1,F,4,Y,5,0,N,9,1,1,0,1,5,270,0,1,0,1,0,26,1
0,1,F,2,Y,1,0,N,0,0,1,0,0,0,970,0,1,0,1,0,56,0
Web,1,F,2,Y,1,1,N,,,2,0,0,10,600,0,0,0,0,0,32,0
0,1,F,2,N,1,0,Y,0,1,2,0,0,1,350,0,1,0,1,0,56,0
Web,1,M,2,Y,1,1,N,2,5,1,0,2,12,350,0,0,0,0,0,59,1
0,1,F,2,Y,5,1,Y,9,5,1,0,0,10,400,0,0,0,0,0,25,0
0,1,F,2,Y,1,1,N,9,1,1,0,0,1,350,0,0,0,0,0,66,0
Web,1,M,1,Y,1,1,N,9,4,1,0,0,10,550,0,0,0,0,0,36,0
Paper,1,M,1,Y,2,1,Y,11,2,1,0,0,1,1677,0,0,0,0,0,43,0
0,1,F,4,Y,1,1,N,9,1,1,0,0,10,1061,0,1,0,1,0,45,0
0,1,F,1,Y,1,1,Y,9,2,1,0,1,20,441,0,1,0,1,0,21,0
Web,1,F,4,Y,1,1,N,9,1,1,0,2,37,674,0,0,0,0,0,63,0
0,1,F,2,Y,1,1,N,,,1,0,0,8,450,0,0,0,0,0,38,1
Web,1,F,2,Y,2,1,Y,9,2,1,0,2,6,500,0,0,0,0,0,34,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,24,539.38,650,0,0,0,0,50,0
Web,1,F,4,Y,1,1,N,,,1,0,0,30,600,0,0,0,0,0,63,0
Web,1,M,1,Y,1,1,N,9,2,1,0,0,5,522,0,0,0,0,0,33,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,1,3100,0,1,0,1,0,45,0
Web,1,M,2,Y,2,1,N,2,4,1,0,5,6,500,95,0,0,0,0,37,1
0,1,M,2,Y,1,0,N,9,2,1,0,1,36,726,0,1,0,1,0,36,0
0,1,F,5,Y,1,1,N,0,0,1,0,0,39,800,0,1,0,1,0,39,0
Web,1,F,2,Y,1,1,N,9,2,1,0,1,5,383,0,0,0,0,0,30,1
Web,1,F,2,Y,1,1,N,,,1,0,0,19,800,0,0,0,0,0,19,0
Web,1,F,4,Y,1,1,N,,,1,0,0,21,400,0,0,0,0,0,68,0
0,1,F,6,N,1,0,Y,9,2,1,0,0,12,495,0,1,0,1,0,36,0
Web,1,M,2,Y,1,1,N,9,4,2,0,5,1,1560,0,0,0,0,0,53,0
Web,1,M,6,Y,1,1,Y,9,5,1,0,2,10,765,0,0,30000,0,0,28,0
Web,1,F,2,Y,1,1,N,,,1,0,0,20,350,0,0,0,0,0,31,1
0,1,F,1,Y,1,1,N,9,4,1,0,0,5,480,0,0,0,0,0,27,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,22,625,0,0,0,0,0,34,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,3,1112.02,0,0,0,0,0,60,0
0,1,M,2,Y,1,1,N,9,2,1,0,0,10,590,0,0,0,0,0,60,1
Web,1,M,2,Y,1,1,Y,,,1,0,0,10,1763,0,0,0,0,0,52,0
0,1,F,2,Y,1,0,N,0,0,1,0,0,0,500,0,1,0,1,0,22,1
0,1,F,1,Y,1,1,Y,9,2,1,0,0,1,380,0,1,0,1,0,23,0
Web,1,M,1,Y,1,1,Y,,,1,0,0,5,900,0,0,0,0,0,24,1
0,1,M,2,Y,1,1,Y,9,5,1,0,0,32,3400,0,1,0,1,0,60,0
Web,1,F,1,Y,1,1,Y,9,5,1,0,0,15,800,0,0,0,0,0,25,1
Web,1,F,2,Y,1,1,N,9,4,1,0,0,2,4159.11,0,0,0,0,0,41,0
0,1,M,1,Y,1,1,Y,9,2,1,0,1,1,949,0,1,0,1,0,36,0
Web,1,F,2,Y,1,1,N,,,2,0,2,8,360,0,0,0,0,0,31,0
0,1,F,1,Y,5,1,N,10,2,1,0,3,0,2850,0,1,0,1,0,52,0
0,1,M,4,Y,1,1,N,9,4,1,0,0,35,700,350,1,0,1,0,67,0
Web,1,M,2,Y,1,1,N,,,2,0,0,10,4640,0,0,0,0,0,40,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,12,342,0,0,0,0,0,49,1
0,1,F,6,Y,1,0,N,9,2,1,0,0,3,766,0,1,0,1,0,20,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,3,389,0,0,0,0,0,32,0
Web,1,F,2,Y,,1,N,,,1,0,0,10,350,0,0,0,0,0,40,1
Web,1,F,2,Y,1,1,N,9,4,2,0,4,1,389.33,0,0,0,0,0,48,0
0,1,F,2,Y,1,0,N,9,4,1,0,4,4,350,0,1,0,1,0,18,0
Web,1,M,2,N,1,1,N,9,2,1,0,0,10,563,0,0,0,0,0,48,1
0,1,F,2,Y,1,0,N,0,0,1,0,0,1,900,0,1,0,1,0,28,0
0,1,M,2,Y,2,0,N,9,4,2,0,0,2,2000,0,1,0,1,0,41,0
0,1,F,2,Y,1,1,Y,9,2,1,0,1,0,1389,0,0,0,1,0,41,0
Paper,1,F,4,Y,1,1,N,11,1,1,0,0,1,462,0,0,0,0,0,54,0
Web,1,F,5,N,1,1,N,16,2,1,0,0,12,750,0,0,0,0,0,39,1
Web,1,M,2,Y,5,1,Y,9,2,1,0,0,4,733,0,0,0,0,0,27,0
0,1,F,2,Y,1,1,N,9,5,1,0,0,2,350,600,1,0,1,0,34,0
Web,1,M,2,N,2,1,Y,9,5,1,0,0,1,702,0,0,0,0,0,29,0
Web,1,M,2,N,1,1,N,9,2,2,0,0,6,1000,0,0,0,0,0,51,0
0,1,F,1,Y,1,1,Y,9,2,1,0,1,12,796,0,1,0,0,0,37,0
0,1,F,6,Y,0,0,N,11,4,1,0,0,0,400,0,1,0,1,0,33,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,1,530,320,0,0,0,0,42,0
Web,1,M,1,Y,5,1,N,13,2,2,0,0,7,700,0,0,0,0,0,19,0
Web,1,F,4,Y,1,1,N,9,1,2,0,0,30,477,0,0,0,0,0,70,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,50,1107,0,0,0,0,0,74,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,10,350,0,0,0,0,0,21,0
Web,1,F,2,Y,1,1,N,9,5,1,0,2,20,655,0,0,0,0,0,48,0
Web,1,F,2,Y,1,1,Y,9,4,1,0,0,6,1000,0,0,0,0,0,39,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,1,1,422,0,0,0,0,0,21,0
0,1,F,1,Y,1,1,N,9,1,1,0,0,0,351,0,1,0,1,0,66,0
0,1,F,2,Y,1,0,N,9,4,2,0,2,0,800,400,1,0,1,0,37,1
Web,1,F,2,Y,1,1,N,9,1,1,0,0,20,350,0,0,0,0,0,68,0
0,1,M,5,Y,1,0,Y,9,2,1,0,0,8,820,0,1,0,1,0,52,0
0,1,F,2,Y,1,0,Y,9,2,1,0,3,13,506,0,1,0,1,0,29,1
Web,1,F,1,Y,1,1,N,,,1,0,0,1,311,0,0,0,0,0,49,0
0,1,F,2,Y,1,0,N,0,2,1,0,0,5,473,0,1,0,1,0,25,1
0,1,F,2,Y,1,1,N,,,1,0,0,10,350,0,1,0,0,0,55,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,30,380,0,0,0,0,0,74,1
0,1,F,2,N,1,1,N,9,1,7,0,2,15,350,0,1,0,1,0,42,1
0,1,F,2,Y,1,1,Y,9,2,1,0,0,10,424,0,1,0,1,0,39,0
Web,1,M,2,Y,1,1,N,9,1,1,0,7,2,700,0,0,0,0,0,51,1
Web,1,M,2,Y,1,1,N,2,4,1,0,0,14,1500,0,0,0,0,0,47,0
0,2,F,2,Y,1,0,Y,9,2,1,0,2,33,500,0,1,0,1,0,33,0
Web,1,F,2,Y,1,1,N,16,4,1,0,0,13,274,0,0,0,0,0,50,0
Web,1,F,6,Y,2,1,Y,,,1,0,1,2,554,0,0,0,0,0,20,0
0,1,M,2,Y,1,0,N,6,5,1,0,2,30,1200,0,1,0,1,0,48,0
0,1,M,2,Y,1,0,N,9,2,1,0,0,1,413,0,1,0,1,0,26,1
Web,1,M,6,Y,1,1,N,,,1,0,2,6,1215,0,0,0,0,0,54,1
Web,1,F,1,Y,5,1,N,9,4,1,0,0,23,350,0,0,0,0,0,25,0
0,1,M,2,Y,1,0,N,0,1,1,0,7,3,350,0,1,0,1,0,78,0
Paper,1,M,5,Y,3,1,Y,9,2,1,0,0,1,435,0,1,0,0,0,37,0
Web,1,F,6,N,1,1,Y,9,5,1,0,0,15,500,700,0,0,0,0,56,0
Web,1,F,2,Y,1,1,N,9,1,2,0,0,10,706.14,0,0,0,0,0,65,0
0,1,F,2,Y,1,1,N,9,4,1,0,0,10,350,0,1,0,1,0,23,0
Paper,1,F,1,Y,1,1,Y,9,2,1,0,0,2,453.65,0,0,0,0,0,25,0
Web,1,F,6,Y,4,1,N,9,2,1,0,1,1,350,0,0,0,0,0,26,0
Web,1,F,1,Y,1,1,N,9,2,1,0,0,3,463,0,0,0,0,0,33,0
Web,1,F,2,Y,1,1,Y,9,2,2,0,0,1,422.33,0,0,0,0,0,38,0
Web,1,M,2,Y,1,1,N,9,5,1,0,0,10,434,0,0,0,0,0,36,0
0,1,M,4,Y,1,0,N,9,5,1,0,2,1,1274,0,1,0,1,0,47,1
Web,1,F,2,Y,1,1,Y,11,2,1,0,0,10,760,0,0,0,0,0,34,0
Web,1,F,2,Y,1,1,N,9,2,2,0,0,5,268,0,0,0,0,0,21,0
0,1,M,2,Y,1,0,N,9,2,2,0,2,0,704,0,1,0,1,0,50,0
Web,1,M,2,Y,1,1,N,,1,1,0,3,22,1246.69,0,0,0,0,0,52,0
0,1,M,2,Y,1,0,Y,9,2,1,0,3,1,858,0,1,0,1,0,27,0
Web,1,M,1,Y,1,1,N,2,4,1,0,1,20,480,0,0,0,0,0,33,0
0,1,F,2,Y,1,0,N,9,5,1,0,2,2,700,0,1,0,1,0,42,0
0,1,M,2,Y,1,0,N,0,0,1,0,0,9,700,0,1,0,1,0,27,1
Web,1,F,2,Y,1,1,N,,,1,0,0,9,1200,0,0,0,0,0,52,0
Web,1,F,2,Y,1,1,N,9,4,1,0,0,1,250,0,0,0,0,0,57,0
Web,1,F,1,Y,1,1,N,9,2,1,0,0,8,600,0,0,0,0,0,32,1
Web,1,M,2,Y,4,1,N,8,4,1,0,1,25,1072,0,0,0,0,0,47,0
Web,1,M,2,Y,1,1,N,9,1,1,0,2,15,4000,0,0,0,0,0,63,0
Web,1,M,6,Y,1,1,N,,,1,0,3,13,976,0,0,0,0,0,39,1
Paper,1,M,2,Y,1,1,N,9,2,1,0,1,1,385,0,0,0,0,0,24,0
Web,1,F,4,Y,1,1,N,9,,1,0,0,3,902.4,884.36,0,0,0,0,46,0
0,1,F,2,N,1,1,N,0,0,1,0,2,1,949,0,1,0,1,0,41,1
Web,1,F,2,N,,1,N,,,2,0,0,10,350,0,0,0,0,0,59,0
0,1,M,2,Y,1,0,N,9,4,1,0,0,23,550,0,1,0,1,0,36,1
Web,1,M,1,Y,,1,Y,9,2,1,0,0,10,400,0,0,0,0,0,22,0
0,1,F,1,Y,1,0,N,0,0,1,0,0,0,350,0,1,0,1,0,36,1
Web,1,F,2,N,1,1,N,9,4,1,0,1,5,350,0,0,0,0,0,28,0
Web,1,F,2,Y,,1,N,,,2,0,0,10,900,0,0,0,0,0,31,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,29,420,0,0,0,0,0,29,0
0,1,F,6,N,1,1,Y,0,2,1,0,0,15,443,0,1,0,1,0,49,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,40,752,0,0,0,0,0,57,0
0,1,F,2,Y,1,1,Y,9,0,1,0,0,14,530,0,1,0,1,0,38,0
0,1,M,2,Y,1,0,N,2,4,1,0,0,1,600,0,1,0,1,0,40,1
0,1,M,2,Y,1,1,N,9,2,1,0,0,9,441,0,1,0,1,0,31,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,5,246,0,0,0,0,0,73,1
0,1,F,2,Y,1,0,N,9,1,1,0,0,10,350,0,1,0,1,0,69,0
Paper,1,F,3,Y,1,1,N,11,1,1,0,1,1,591,0,0,0,0,0,31,0
Web,1,F,2,Y,,1,N,,,1,0,0,10,350,0,0,0,0,0,35,0
0,1,M,1,Y,1,1,Y,9,2,1,0,3,18,1231,0,1,0,1,0,25,0
0,1,M,1,Y,0,1,N,11,5,1,0,0,0,649,0,1,0,1,0,23,0
0,1,F,1,Y,1,1,N,0,0,1,0,0,12,2190,0,1,0,1,0,34,1
Web,1,F,2,Y,1,1,N,,4,1,0,0,2,350,0,0,0,0,0,28,0
Web,1,M,2,Y,1,1,Y,9,,1,0,0,19,390,0,0,0,0,0,21,1
Paper,1,F,1,Y,1,1,N,11,1,1,0,0,1,1260,0,0,0,0,0,64,0
Paper,1,F,2,Y,1,1,Y,9,2,1,0,0,1,350,0,0,0,0,0,49,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,1,2,406,0,0,40000,0,0,27,1
0,1,F,5,N,1,1,N,9,1,1,0,0,20,350,100,1,35000,1,0,51,0
0,1,F,1,Y,1,0,Y,9,2,1,0,1,0,320,0,1,0,1,0,35,1
Paper,1,F,4,Y,1,1,N,9,1,2,0,1,1,1206,0,0,0,0,0,46,0
0,1,F,1,Y,1,0,Y,9,5,1,0,0,1,1032,0,1,0,1,0,30,1
0,1,M,2,Y,1,1,Y,9,2,1,0,2,20,460,0,1,0,1,0,46,0
0,1,F,2,Y,5,0,N,2,4,1,0,0,5,250,0,1,0,1,0,18,0
Web,1,M,2,Y,1,1,N,9,2,1,0,3,40,439,0,0,0,0,0,43,1
Paper,1,F,1,Y,1,1,N,11,4,1,0,1,1,636,0,0,0,0,0,51,0
0,1,F,1,Y,1,1,N,9,5,1,0,0,15,800,0,1,0,1,0,22,1
0,1,F,2,N,2,1,Y,9,2,1,0,0,0,485,0,1,0,1,0,33,0
0,1,F,2,Y,1,1,Y,9,2,1,0,1,0,580,0,0,0,1,0,28,0
0,1,F,2,Y,2,0,N,2,4,1,0,2,5,900,0,1,0,1,0,47,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,2,1013,0,0,0,0,0,48,1
0,1,M,2,Y,1,0,Y,9,2,1,0,0,34,174274,0,1,0,1,0,44,1
Web,1,M,2,Y,1,1,Y,9,2,2,0,0,12,1236,1320,0,0,0,0,49,0
Web,1,F,2,Y,1,1,N,9,4,1,0,1,4,400,1000,0,0,0,0,29,0
Paper,1,M,1,N,1,1,Y,9,2,1,0,0,1,309,0,0,0,0,0,51,0
Web,1,F,2,Y,1,1,N,9,4,1,0,0,37,1000,0,0,0,0,0,38,0
0,1,F,2,N,1,0,N,2,4,1,0,0,0,350,0,1,0,1,0,28,0
Web,1,M,1,Y,1,1,N,9,1,2,0,0,4,379,0,0,0,0,0,49,1
Web,1,F,2,N,1,1,N,9,4,1,0,0,6,470,0,0,0,0,0,59,1
Web,1,F,1,Y,1,1,N,9,5,1,0,1,30,407.19,0,0,0,0,0,54,0
0,1,F,2,N,1,0,N,9,4,1,0,0,41,200,0,1,0,1,0,46,0
Web,1,M,1,Y,1,1,N,9,5,1,0,0,10,400,0,0,0,0,0,29,0
0,1,F,2,Y,1,0,N,9,5,1,0,0,15,400,0,1,0,1,0,54,0
Web,1,F,1,Y,,1,N,,,1,0,1,40,700,0,0,0,0,0,42,0
Web,1,M,6,Y,1,1,N,,,1,0,0,3,2082.86,0,0,0,0,0,37,0
0,1,F,1,N,1,1,Y,9,2,1,0,1,26,405,120,1,0,1,0,36,0
Web,1,M,2,N,1,1,N,,,1,0,0,3,454,0,0,0,0,0,49,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,1,5,476,0,0,0,0,0,45,1
0,1,F,4,Y,1,0,N,0,0,2,0,0,5,350,0,1,0,1,0,62,1
0,1,M,2,Y,0,1,N,9,,1,0,3,10,800,350,1,0,0,0,46,1
0,1,F,2,Y,1,0,N,9,4,1,0,0,6,350,0,1,0,1,0,28,1
Web,1,M,1,Y,1,1,N,9,5,1,0,2,10,1120.39,0,0,0,0,0,42,0
Web,1,F,6,Y,1,1,N,8,4,1,0,2,12,1500,4000,0,0,0,0,47,0
Web,1,F,2,N,1,1,Y,9,2,1,0,2,27,400,0,0,0,0,0,29,0
Web,1,M,6,Y,1,1,Y,9,2,1,0,1,2,531.49,0,0,0,0,0,28,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,2,449,0,0,0,0,0,54,0
0,1,F,2,Y,1,0,Y,9,2,1,0,1,5,440,0,1,25000,1,0,26,0
Web,1,F,1,Y,,1,Y,9,2,1,0,0,10,386,282,0,0,0,0,21,0
0,1,M,2,Y,1,1,N,11,2,1,0,0,0,500,0,1,0,1,0,43,0
Paper,1,M,2,Y,2,1,N,9,1,1,0,1,1,1300,0,0,0,0,0,31,0
Web,1,F,2,Y,2,1,Y,12,2,1,0,1,4,350,0,0,0,0,0,25,0
Web,1,F,4,N,1,1,N,9,1,1,0,0,10,1067.75,0,0,0,0,0,68,1
Web,1,F,2,Y,2,1,N,9,5,2,0,0,1,800,0,0,0,0,0,30,0
0,1,F,1,Y,1,1,Y,7,2,2,0,0,0,430,0,1,0,1,0,20,1
0,1,F,4,Y,1,1,N,,,1,0,0,10,1997.86,0,1,0,0,0,68,0
0,1,M,2,Y,1,0,N,9,5,7,0,0,4,3074,0,1,0,1,0,57,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,15,430,90,1,0,1,0,39,0
Web,1,M,2,Y,0,1,Y,,,1,0,3,13,418,0,0,0,0,0,39,1
0,1,F,4,Y,1,1,N,0,1,1,0,1,25,350,0,1,0,1,0,83,1
0,1,M,2,Y,2,0,N,9,0,2,0,0,5,320,0,1,0,1,0,82,0
0,1,M,2,Y,1,1,Y,9,2,1,0,0,10,875,0,1,0,0,0,25,0
0,1,F,1,Y,,1,N,9,2,1,0,0,1,390,0,1,0,0,0,18,1
0,1,M,2,Y,1,1,Y,0,0,2,0,0,3,1734,0,1,0,1,0,29,1
Web,1,M,2,Y,1,1,N,,,1,0,0,15,350,0,0,0,0,0,58,0
0,1,F,1,Y,1,1,N,11,4,1,0,6,0,300,0,1,0,1,0,27,1
Web,1,F,1,Y,1,1,N,11,2,1,0,1,1,351.75,0,0,0,0,0,18,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,26,871,0,0,0,0,0,53,0
Web,1,M,2,N,5,1,N,,1,2,0,0,1,381,0,1,0,0,0,65,0
Web,1,M,1,Y,1,1,N,,1,1,0,0,10,752,0,0,0,0,0,43,0
0,1,F,1,Y,1,1,Y,11,2,1,0,0,0,476,0,1,0,1,0,20,0
Web,1,F,1,Y,1,1,N,9,4,1,0,2,15,600,0,0,0,0,0,35,1
Web,1,M,2,Y,,1,N,8,,1,0,3,10,1200,0,0,40000,0,0,31,0
0,1,M,2,Y,1,0,N,9,5,1,0,0,13,445,0,1,0,1,0,35,0
Web,1,F,2,Y,2,1,N,10,4,7,0,1,1,400,0,0,0,0,0,24,0
Web,1,M,6,Y,1,1,N,6,4,1,0,1,25,500,0,0,0,0,0,39,0
0,1,F,1,Y,1,1,N,10,2,1,0,2,0,1211,0,1,0,1,0,58,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,3,595,0,0,0,0,0,21,0
0,1,F,4,Y,1,1,N,9,1,1,0,0,10,275,0,1,0,1,0,61,0
0,1,F,2,Y,1,1,N,9,1,1,0,1,26,345,0,0,30000,0,0,62,0
Web,1,F,2,N,1,1,N,11,,1,0,0,10,800,0,0,0,0,0,51,0
Web,1,M,1,N,2,1,Y,2,4,1,0,0,6,800,0,0,0,0,0,34,1
Web,1,F,2,Y,1,1,N,9,4,7,0,1,6,471,0,0,0,0,0,29,1
Web,1,F,6,Y,1,1,N,9,4,1,0,0,12,1000,0,0,0,0,0,36,0
0,1,F,2,Y,1,0,N,9,2,1,0,0,25,1400,0,1,0,1,0,46,0
0,1,M,2,Y,1,1,N,9,2,1,0,1,2,1158,0,1,0,1,0,31,0
0,1,F,1,N,1,1,Y,9,2,1,0,0,0,723,0,1,0,1,0,36,1
Web,1,F,2,Y,1,1,Y,9,2,7,0,1,3,607,0,0,0,0,0,22,1
0,1,F,2,Y,1,1,N,0,0,1,0,0,17,650,0,1,0,1,0,60,0
Web,1,M,5,Y,1,1,N,9,1,1,0,0,1,2263,0,0,0,0,0,47,0
Web,1,M,2,Y,,1,N,,,1,0,0,10,415,150,0,0,0,0,40,0
Web,1,M,1,Y,1,1,N,9,5,7,0,0,8,350,0,0,0,0,0,26,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,2,1,475,0,0,0,0,0,34,1
Web,1,F,2,N,1,1,Y,9,5,1,0,0,33,202,0,0,0,0,0,46,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,3,369.05,0,0,0,0,0,30,0
Web,1,M,1,N,1,1,Y,9,2,1,0,0,1,418,0,0,0,0,0,47,1
Web,1,M,2,Y,1,1,N,11,2,1,0,0,10,342,0,0,0,0,0,47,1
Web,1,M,2,Y,1,1,N,9,5,2,0,0,3,350,0,0,0,0,0,39,0
Web,1,M,2,Y,1,1,N,,,1,0,0,5,613,0,0,0,0,0,59,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,16,391,0,0,0,0,0,45,0
0,1,F,2,Y,1,1,N,0,0,1,0,0,6,402,0,1,0,1,0,37,1
Paper,1,M,2,Y,1,1,Y,9,2,1,0,2,1,540,0,0,0,0,0,54,0
0,1,F,5,Y,2,0,N,0,0,1,0,1,2,1224,0,1,0,1,0,55,0
0,1,M,3,Y,1,0,N,9,1,1,0,5,0,1343,0,1,0,1,0,47,0
0,1,F,2,N,5,1,N,9,1,1,0,0,1,345,0,1,0,1,0,61,0
0,1,M,5,Y,1,0,Y,0,0,1,0,0,2,1400,0,1,0,1,0,52,1
Web,1,F,1,Y,1,1,N,9,,1,0,0,2,3052,0,0,0,0,0,36,0
0,1,F,3,Y,1,0,N,9,5,1,0,1,28,400,0,1,0,1,0,28,1
Web,1,F,2,N,1,1,N,9,2,2,0,0,20,350,0,0,0,0,0,43,1
Web,1,F,2,Y,,1,N,,,1,0,0,10,429,0,0,0,0,0,29,0
0,1,M,2,N,1,1,Y,9,2,1,0,3,6,593,0,1,0,0,0,39,0
0,1,F,2,Y,1,0,N,9,2,1,0,0,25,600,0,1,0,1,0,36,0
Web,1,F,1,N,1,1,Y,9,5,1,0,0,10,607,0,0,0,0,0,55,0
Web,1,F,1,Y,1,1,N,2,4,1,0,0,18,900,0,0,0,0,0,44,1
Web,1,F,2,N,1,1,N,16,,1,0,0,7,1201,0,0,0,0,0,40,1
0,1,F,6,N,1,0,N,9,5,2,0,0,8,350,0,1,0,1,0,38,1
0,1,F,2,Y,1,0,N,9,2,1,0,0,1,520,0,1,0,1,0,23,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,1,5,260,0,0,0,0,0,29,0
Web,1,F,1,N,1,1,Y,9,2,1,0,0,1,376,0,0,0,0,0,22,1
0,1,F,2,Y,1,0,N,9,4,1,0,0,1,2300,0,1,0,1,0,28,0
Web,1,M,2,N,1,1,N,6,4,1,0,0,30,500,0,0,0,0,0,57,0
0,1,M,5,Y,1,1,N,9,1,1,0,0,0,360,0,1,0,0,0,72,1
0,1,M,2,Y,1,1,Y,9,2,1,0,5,23,2559,0,1,0,1,0,43,0
0,1,M,2,Y,0,0,N,0,0,2,0,0,0,420,0,1,0,1,0,70,0
Web,1,F,1,Y,5,1,N,9,2,1,0,1,2,358.39,0,0,0,0,0,23,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,26,683,680,0,0,0,0,59,0
